--------------------
08-10-2023 10:16:02
{'seed': 1845}

--------------------
08-10-2023 10:16:02
{ 'model_JK': 'last',
  'model_drop_ratio': 0.1,
  'model_gnn_type': 'GCNConv',
  'model_hidden_channels': 128,
  'model_net_norm': 'batchnorm',
  'model_num_layers': 3,
  'model_reduce_type': 'sum',
  'n_hops': 3,
  'threshs': {0: 1800, 1: 115}}


--------------------
08-10-2023 10:16:32
n_hops (used for MPTree construction): 3
--------------------
08-10-2023 10:17:13
It took 40.8029s to compute MPTree representations
--------------------
08-10-2023 10:17:23
{0: 1800, 1: 115}

--------------------
08-10-2023 10:17:23
Unique trees in class 0: 201378, in class 1: 13590
--------------------
08-10-2023 10:17:23
Patterns mined in class 0: 4 (thresh: 1800), in class 1: 5 (thresh: 115)
--------------------
08-10-2023 10:17:23
#(class 0)/#(class 1) = 0.80
--------------------
08-10-2023 10:17:33
device(type='cuda', index=0)

--------------------
08-10-2023 10:17:33
{'JK': 'last',
 'drop_ratio': 0.1,
 'gnn_type': 'GCNConv',
 'hidden_channels': 128,
 'net_norm': 'batchnorm',
 'num_layers': 3,
 'reduce_type': 'sum'}

--------------------
08-10-2023 10:17:35
{'batch_size': 64, 'shuffle': True}

--------------------
08-10-2023 10:17:35
{'batch_size': 8192, 'shuffle': False}

--------------------
08-10-2023 10:17:35
{'batch_size': 8192, 'shuffle': False}

--------------------
08-10-2023 10:17:35
CrossEntropyLoss()

Time, epoch, train_loss, train_auc_roc, train_acc, train_f1, val_loss, val_auc_roc, val_acc, val_f1, test_loss, test_auc_roc, test_acc, test_f1
Starting run number 0
08-10-2023 10:17:36, 0, 0.5885677337646484, 0.725, 0.6666666666666666, 0.7272727272727272, 0.37180253863334656, 0.3866965510484029, 0.9579382445903234, 0.0546448087431694, 0.6040025949478149, 0.3010177871337801, 0.9294918550936057, 0.026845637583892617
08-10-2023 10:17:36, 1, 0.5046398639678955, 0.8250000000000001, 0.5555555555555556, 0.7142857142857143, 7.624574184417725, 0.5257094478737997, 0.3535132506686117, 0.038336347197106685, 7.951357364654541, 0.4253674269491493, 0.3739362995380501, 0.04735479097299298
08-10-2023 10:17:37, 2, 0.5601087808609009, 0.925, 0.5555555555555556, 0.7142857142857143, 18.546863555908203, 0.5860982510288064, 0.03112083637247751, 0.038600723763570564, 17.02039909362793, 0.6005397941250314, 0.05470459518599562, 0.062228654124457314
08-10-2023 10:17:37, 3, 0.3494722545146942, 0.825, 0.5555555555555556, 0.7142857142857143, 33.66313552856445, 0.5137143592004703, 0.019693654266958426, 0.03862660944206009, 30.033733367919922, 0.5290146584522684, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:38, 4, 0.33394938707351685, 0.825, 0.5555555555555556, 0.7142857142857143, 44.11402130126953, 0.5059523809523809, 0.019693654266958426, 0.03862660944206009, 38.96149444580078, 0.5075078699859017, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:38, 5, 0.3611191511154175, 0.825, 0.5555555555555556, 0.7142857142857143, 44.185569763183594, 0.5110367063492063, 0.019693654266958426, 0.03862660944206009, 38.85404586791992, 0.5138328279804555, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:38, 6, 0.3263617157936096, 0.825, 0.7777777777777778, 0.8333333333333333, 44.67713928222656, 0.5127253576327649, 0.019693654266958426, 0.03862660944206009, 39.14390563964844, 0.5184669460592133, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:39, 7, 0.37568771839141846, 0.925, 0.7777777777777778, 0.8333333333333333, 45.17330551147461, 0.51397309180874, 0.019693654266958426, 0.03862660944206009, 39.4751091003418, 0.5232632920682129, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:39, 8, 0.3574558198451996, 0.925, 0.7777777777777778, 0.8333333333333333, 44.03800582885742, 0.5087111747991377, 0.019693654266958426, 0.03862660944206009, 38.387325286865234, 0.5243573649549046, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:39, 9, 0.3158247172832489, 0.925, 0.7777777777777778, 0.8333333333333333, 45.91432189941406, 0.5131708676268861, 0.019693654266958426, 0.03862660944206009, 39.88612365722656, 0.5276984878039359, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:40, 10, 0.25128427147865295, 0.925, 0.7777777777777778, 0.8333333333333333, 48.05441665649414, 0.514766130217519, 0.019693654266958426, 0.03862660944206009, 41.628047943115234, 0.5253529423125205, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:40, 11, 0.30012694001197815, 0.925, 0.7777777777777778, 0.8333333333333333, 50.370750427246094, 0.5153494268077602, 0.019693654266958426, 0.03862660944206009, 43.545143127441406, 0.5249483381293575, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:41, 12, 0.28664886951446533, 0.925, 0.7777777777777778, 0.8333333333333333, 50.137821197509766, 0.5168084337644523, 0.019693654266958426, 0.03862660944206009, 43.28246307373047, 0.5273981730044999, 0.031607099440797475, 0.06127739806740514
08-10-2023 10:17:41, 13, 0.19561122357845306, 0.925, 0.7777777777777778, 0.8333333333333333, 52.956565856933594, 0.516693611601019, 0.019693654266958426, 0.03862660944206009, 45.659061431884766, 0.5265503389404972, 0.031607099440797475, 0.06127739806740514
