--------------------
09-10-2023 07:00:36
{'seed': 1914}

--------------------
09-10-2023 07:00:36
{ 'model_JK': 'last',
  'model_drop_ratio': 0.6,
  'model_gnn_type': 'GINConv',
  'model_hidden_channels': 128,
  'model_net_norm': 'none',
  'model_num_layers': 3,
  'model_reduce_type': 'sum',
  'n_hops': 3,
  'threshs': {0: 150, 1: 104}}


--------------------
09-10-2023 07:00:37
n_hops (used for MPTree construction): 3
--------------------
09-10-2023 07:00:39
It took 1.9970s to compute MPTree representations
--------------------
09-10-2023 07:00:40
{0: 150, 1: 104}

--------------------
09-10-2023 07:00:40
Unique trees in class 0: 6083, in class 1: 3686
--------------------
09-10-2023 07:00:40
Patterns mined in class 0: 8 (thresh: 150), in class 1: 9 (thresh: 104)
--------------------
09-10-2023 07:00:40
#(class 0)/#(class 1) = 0.89
--------------------
09-10-2023 07:00:40
device(type='cuda', index=0)

--------------------
09-10-2023 07:00:40
{'JK': 'last',
 'drop_ratio': 0.6,
 'gnn_type': 'GINConv',
 'hidden_channels': 128,
 'net_norm': 'none',
 'num_layers': 3,
 'reduce_type': 'sum'}

--------------------
09-10-2023 07:00:42
{'batch_size': 32, 'shuffle': True}

--------------------
09-10-2023 07:00:42
{'batch_size': 8192, 'shuffle': False}

--------------------
09-10-2023 07:00:42
{'batch_size': 8192, 'shuffle': False}

--------------------
09-10-2023 07:00:42
CrossEntropyLoss()

Time, epoch, train_loss, train_auc_roc, train_acc, train_f1, val_loss, val_auc_roc, val_acc, val_f1, test_loss, test_auc_roc, test_acc, test_f1
Starting run number 0
09-10-2023 07:00:43, 0, 1.4001880884170532, 0.6736111111111112, 0.5294117647058824, 0.6923076923076924, 5.017965793609619, 0.49120879120879124, 0.1390728476821192, 0.0, 3.3097660541534424, 0.38706311945748567, 0.4605263157894737, 0.0
09-10-2023 07:00:43, 1, 1.547579050064087, 0.9375, 0.5294117647058824, 0.6923076923076924, 7.645265102386475, 0.5, 0.8609271523178808, 0.9252669039145908, 21.865406036376953, 0.5211267605633803, 0.5328947368421053, 0.6952789699570816
09-10-2023 07:00:43, 2, 0.9741060733795166, 0.8958333333333333, 0.7058823529411765, 0.6666666666666667, 4.6112895011901855, 0.5117216117216117, 0.8609271523178808, 0.9252669039145908, 13.033159255981445, 0.6178925404277515, 0.5328947368421053, 0.6952789699570816
09-10-2023 07:00:43, 3, 0.6126777529716492, 0.8611111111111112, 0.5882352941176471, 0.46153846153846156, 2.34879207611084, 0.5606227106227106, 0.8013245033112583, 0.8880597014925373, 6.403815269470215, 0.6797948182924709, 0.631578947368421, 0.7254901960784315
09-10-2023 07:00:43, 4, 1.0922468900680542, 0.8958333333333333, 0.7058823529411765, 0.6666666666666667, 3.1113078594207764, 0.5567765567765568, 0.6556291390728477, 0.7777777777777777, 5.812345027923584, 0.6564945226917058, 0.625, 0.6742857142857142
09-10-2023 07:00:43, 5, 1.2315008640289307, 0.9097222222222222, 0.7647058823529411, 0.75, 3.262211561203003, 0.5553113553113553, 0.8079470198675497, 0.8913857677902622, 8.953869819641113, 0.6717092679533994, 0.6381578947368421, 0.7317073170731707
09-10-2023 07:00:43, 6, 0.9150426983833313, 0.9375, 0.8823529411764706, 0.8888888888888888, 4.952271938323975, 0.5384615384615385, 0.8543046357615894, 0.9214285714285715, 14.013047218322754, 0.66962267431751, 0.6118421052631579, 0.7330316742081447
09-10-2023 07:00:43, 7, 0.8508140444755554, 0.9375, 0.8823529411764706, 0.8888888888888888, 8.112564086914062, 0.49615384615384617, 0.8543046357615894, 0.9214285714285715, 22.729434967041016, 0.5985915492957746, 0.5526315789473685, 0.7043478260869566
09-10-2023 07:00:43, 8, 0.7677878737449646, 0.9166666666666666, 0.8235294117647058, 0.823529411764706, 9.46720027923584, 0.49615384615384617, 0.8543046357615894, 0.9214285714285715, 26.573148727416992, 0.5774647887323944, 0.5460526315789473, 0.7012987012987013
